,Date,Correlation
114,2024-02-20,0.39832319357211776
115,2024-02-21,0.4002037162075392
116,2024-02-22,0.4006241481303408
117,2024-02-23,0.37240316844177873
118,2024-02-26,0.28676974415503254
119,2024-02-27,0.2665632170824204
120,2024-02-28,0.23041174478515586
121,2024-02-29,0.21929696719981462
122,2024-03-01,0.321256593982754
123,2024-03-04,0.5700815061602589
124,2024-03-05,0.6605631723361024
125,2024-03-06,0.7596347914748263
126,2024-03-07,0.8233646216631659
127,2024-03-08,0.8583109382425238
128,2024-03-11,0.8921279583763861
129,2024-03-12,0.9068915655942127
130,2024-03-13,0.9149627197976864
131,2024-03-14,0.9208626522206754
132,2024-03-15,0.9166252477201566
133,2024-03-18,0.9190358261923003
134,2024-03-19,0.9230535665152533
135,2024-03-20,0.9329706899630577
136,2024-03-21,0.935203034032642
137,2024-03-22,0.9355757460881344
138,2024-03-25,0.9352342770008883
139,2024-03-26,0.9281036558127543
140,2024-03-27,0.920855969030348
141,2024-03-28,0.9200253034490183
142,2024-04-01,0.9295244591507573
143,2024-04-02,0.9390924730131277
144,2024-04-03,0.9448766911977272
145,2024-04-04,0.9491360371826115
146,2024-04-05,0.9543487655300482
147,2024-04-08,0.9599187648006335
148,2024-04-09,0.9621909341675874
149,2024-04-10,0.9619478950604339
150,2024-04-11,0.9635303408450654
151,2024-04-12,0.963290460808271
152,2024-04-15,0.9651931558181313
153,2024-04-16,0.9656843244992687
154,2024-04-17,0.9660939696491131
155,2024-04-18,0.9665658770444279
156,2024-04-19,0.9678898696621017
157,2024-04-22,0.9676356306794109
158,2024-04-23,0.9674908441797638
159,2024-04-24,0.9660278664726265
160,2024-04-25,0.965595325031681
161,2024-04-26,0.962960429822668
162,2024-04-29,0.965459213497027
163,2024-04-30,0.9665110891788351
164,2024-05-01,0.9656888373830845
165,2024-05-02,0.9692452827326884
166,2024-05-03,0.9661348016118151
167,2024-05-06,0.9665114091557171
168,2024-05-07,0.9663500721518116
169,2024-05-08,0.9576624907971775
170,2024-05-09,0.9438373702328761
171,2024-05-10,0.9297572083534886
172,2024-05-13,0.9028075427040266
173,2024-05-14,0.8869946785275864
174,2024-05-15,0.8915654824151008
175,2024-05-16,0.8878948968745191
176,2024-05-17,0.8942580371296666
177,2024-05-20,0.9108562350559045
178,2024-05-21,0.9182490572200787
179,2024-05-22,0.9087583327840849
180,2024-05-23,0.8632320713732318
181,2024-05-24,0.8200308586934644
182,2024-05-27,0.7779874103884419
183,2024-05-28,0.7698471800682729
184,2024-05-29,0.71990897371153
185,2024-05-30,0.718925481333472
186,2024-05-31,0.719786462135457
187,2024-06-03,0.712990161896203
188,2024-06-04,0.7002627449397416
189,2024-06-05,0.6923457633006269
190,2024-06-06,0.7000319996902038
191,2024-06-07,0.6811139271506909
192,2024-06-10,0.6721510361750686
193,2024-06-11,0.6332835931614857
194,2024-06-12,0.6217955906902525
195,2024-06-13,0.598230967279456
196,2024-06-14,0.5653815172113946
197,2024-06-17,0.5602275155564871
198,2024-06-18,0.5427381243543052
199,2024-06-19,0.5114742692146474
200,2024-06-20,0.532622105281049
201,2024-06-21,0.6022908326636929
202,2024-06-24,0.6251331449461791
203,2024-06-25,0.6863427725354695
204,2024-06-26,0.7529760188000281
205,2024-06-27,0.7897777184621793
206,2024-06-28,0.7825869344647715
207,2024-07-01,0.7668635629156182
208,2024-07-02,0.7396181026282682
209,2024-07-03,0.7495008112558543
210,2024-07-04,0.7469979150611756
211,2024-07-05,0.7545075791682473
212,2024-07-08,0.764271417391366
213,2024-07-09,0.771090092195977
214,2024-07-10,0.8629201152320091
215,2024-07-11,0.8988699850855852
216,2024-07-12,0.8939884942322393
217,2024-07-15,0.8755055348009183
218,2024-07-16,0.8566151729550635
219,2024-07-17,0.796798624977157
220,2024-07-18,0.7443991302068104
221,2024-07-19,0.6829798720251351
222,2024-07-22,0.6391720281138228
223,2024-07-23,0.5796636942852575
224,2024-07-24,0.5301107233175223
225,2024-07-25,0.4609271049090185
226,2024-07-26,0.39654754937889286
227,2024-07-29,0.347902190653833
228,2024-07-30,0.2951267911695291
229,2024-07-31,0.2517091322461311
230,2024-08-01,0.20569361516339665
231,2024-08-02,0.1605848455223486
232,2024-08-05,0.11730645642570378
233,2024-08-06,0.08643022433325107
234,2024-08-07,0.06488055220227101
235,2024-08-08,0.01083223116106564
236,2024-08-09,-0.03684282141765333
237,2024-08-12,-0.08648387786474714
238,2024-08-13,-0.12336586289506539
239,2024-08-14,-0.11357425228541107
240,2024-08-15,-0.08264912866820816
241,2024-08-16,-0.03420635186552658
242,2024-08-19,0.07341523646389218
243,2024-08-20,0.18675555284954307
244,2024-08-21,0.31023827439856455
245,2024-08-22,0.37738170742731564
246,2024-08-23,0.47236559290822366
247,2024-08-26,0.5606453740911317
248,2024-08-27,0.6125935747304967
249,2024-08-28,0.6350423202780454
250,2024-08-29,0.6705679188915049
251,2024-08-30,0.7124951984499777
252,2024-09-02,0.7493041311359684
253,2024-09-03,0.7730599550386
254,2024-09-04,0.8043466886875361
255,2024-09-05,0.816888799940479
256,2024-09-06,0.8029195629104621
257,2024-09-09,0.8032865151441334
258,2024-09-10,0.8126401550921742
