Date,Correlation
2024-04-11,0.9635303408450655
2024-04-12,0.963290460808271
2024-04-15,0.9651931558181313
2024-04-16,0.9656843244992687
2024-04-17,0.9660939696491131
2024-04-18,0.9665658770444279
2024-04-19,0.9678898696621017
2024-04-22,0.9676356306794109
2024-04-23,0.9674908441797638
2024-04-24,0.9660278664726265
2024-04-25,0.965595325031681
2024-04-26,0.962960429822668
2024-04-29,0.965459213497027
2024-04-30,0.9665110891788352
2024-05-01,0.9656888373830846
2024-05-02,0.9692452827326884
2024-05-03,0.9661348016118151
2024-05-06,0.9665114091557171
2024-05-07,0.9663500721518116
2024-05-08,0.9576624907971775
2024-05-09,0.9438373702328758
2024-05-10,0.9297572083534886
2024-05-13,0.9028075427040264
2024-05-14,0.8869946785275862
2024-05-15,0.8915654824151005
2024-05-16,0.887894896874519
2024-05-17,0.8942580371296664
2024-05-20,0.9108562350559042
2024-05-21,0.9182490572200785
2024-05-22,0.9087583327840847
2024-05-23,0.8632320713732317
2024-05-24,0.8200308586934641
2024-05-27,0.7779874103884417
2024-05-28,0.7698471800682726
2024-05-29,0.7199089737115297
2024-05-30,0.7189254813334719
2024-05-31,0.7197864621354568
2024-06-03,0.7129901618962028
2024-06-04,0.7002627449397415
2024-06-05,0.6923457633006267
2024-06-06,0.7000319996902036
2024-06-07,0.6811139271506907
2024-06-10,0.6721510361750686
2024-06-11,0.6332835931614856
2024-06-12,0.6217955906902524
2024-06-13,0.5982309672794559
2024-06-14,0.5653815172113945
2024-06-17,0.5602275155564871
2024-06-18,0.5427381243543051
2024-06-19,0.5114742692146474
2024-06-20,0.5326221052810489
2024-06-21,0.6022908326636927
2024-06-24,0.625133144946179
2024-06-25,0.6863427725354694
2024-06-26,0.7529760188000278
2024-06-27,0.789777718462179
2024-06-28,0.7825869344647712
2024-07-01,0.766863562915618
2024-07-02,0.7396181026282677
2024-07-03,0.749500811255854
2024-07-04,0.7469979150611752
2024-07-05,0.7545075791682471
2024-07-08,0.7642714173913657
2024-07-09,0.7710900921959767
2024-07-10,0.8629201152320087
2024-07-11,0.8988699850855849
2024-07-12,0.8939884942322391
2024-07-15,0.8755055348009181
2024-07-16,0.8566151729550634
2024-07-17,0.7967986249771569
2024-07-18,0.7443991302068104
2024-07-19,0.682979872025135
2024-07-22,0.6391720281138228
2024-07-23,0.5796636942852574
2024-07-24,0.5301107233175222
2024-07-25,0.46092710490901834
2024-07-26,0.3965475493788928
2024-07-29,0.34790219065383293
2024-07-30,0.29512679116952906
2024-07-31,0.251709132246131
2024-08-01,0.2056936151633966
2024-08-02,0.16058484552234858
2024-08-05,0.11730645642570374
2024-08-06,0.08643022433325104
2024-08-07,0.064880552202271
2024-08-08,0.010832231161065636
2024-08-09,-0.03684282141765332
2024-08-12,-0.0864838778647471
2024-08-13,-0.12336586289506535
2024-08-14,-0.11357425228541101
2024-08-15,-0.08264912866820812
2024-08-16,-0.03420635186552656
2024-08-19,0.07341523646389217
2024-08-20,0.186755552849543
2024-08-21,0.31023827439856444
2024-08-22,0.3773817074273155
2024-08-23,0.4723655929082235
2024-08-26,0.5606453740911316
2024-08-27,0.6125935747304966
2024-08-28,0.6350423202780452
2024-08-29,0.6705679188915048
2024-08-30,0.7124951984499774
2024-09-02,0.7493041311359682
2024-09-03,0.7730599550385999
2024-09-04,0.804346688687536
2024-09-05,0.8168887999404788
2024-09-06,0.8029195629104617
2024-09-09,0.8032865151441332
2024-09-10,0.8126401550921739
